ID,Category,SubCategory,StateName,ChineseName,Description,Priority,Reference
CameraStatesFull_566,Death,DeathProcess,Death_Freeze,冻死,冻死,1,All
CameraStatesFull_567,Death,DeathProcess,Death_Execution,被处决而死,被处决,1,All
CameraStatesFull_568,Death,DeathProcess,Death_Eaten,被吃掉,被吃掉,1,All
CameraStatesFull_569,Death,DeathProcess,Death_Crush,被压死,被压死,1,All
CameraStatesFull_570,Death,DeathProcess,Death_Petrify,石化死亡,石化死亡,1,All
CameraStatesFull_571,Death,DeathProcess,Death_Fade,消散死亡,消散死亡,1,All
CameraStatesFull_572,Death,DeathProcess,Death_Slow,慢动作死亡,慢动作死亡,1,All
CameraStatesFull_573,Death,DeathProcess,Death_SlowMo,死亡场景慢动作,死亡慢动作,1,All
CameraStatesFull_574,Death,DeathProcess,Death_Dramatic,戏剧性死亡,戏剧性死亡,1,All
CameraStatesFull_575,Death,DeathProcess,Death_Animation,死亡动画,死亡动画,1,All
CameraStatesFull_576,Death,DeathCamera,Death_Camera_Hold,死亡后镜头保持,死亡保持,1,All
CameraStatesFull_577,Death,DeathCamera,Death_Camera_Pan,死亡后镜头缓慢移动,死亡平移,1,All
CameraStatesFull_578,Death,DeathCamera,Death_Camera_ZoomOut,死亡后镜头拉远,死亡拉远,1,All
CameraStatesFull_579,Death,DeathCamera,Death_Camera_FadeOut,死亡淡出,死亡淡出,1,All
CameraStatesFull_580,Death,DeathCamera,Death_SoulSpectate,死亡灵魂观战,灵魂观战,1,All
CameraStatesFull_581,Death,DeathCamera,Death_MessageOverlay,死亡信息覆盖,死亡信息,1,All
CameraStatesFull_582,Death,DeathCamera,Death_CountdownCam,死亡倒计时镜头,死亡倒计时,2,Some
CameraStatesFull_583,Death,DeathCamera,YouDied_Screen,YouDied界面,YouDied,1,All
CameraStatesFull_584,Death,Respawn,Respawn_FadeIn,重生淡入,重生淡入,1,All
CameraStatesFull_585,Death,Respawn,Respawn_AtBonfire,在篝火重生,篝火重生,1,All
CameraStatesFull_586,Death,Respawn,Respawn_AtCheckpoint,在检查点重生,检查点重生,1,All
CameraStatesFull_587,Death,Respawn,Respawn_FromGrace,从赐福点重生,赐福点重生,1,EldenRing
CameraStatesFull_588,Death,Respawn,Respawn_Immediate,立即重生,立即重生,2,Some
CameraStatesFull_589,Death,Respawn,Respawn_Cinematic,剧情重生,剧情重生,2,Some
CameraStatesFull_590,Death,Respawn,Respawn_CrawlCam,重生爬行视角,重生爬行,2,Some
CameraStatesFull_591,Death,Respawn,Respawn_Location,重生位置,重生位置,1,All
CameraStatesFull_592,Death,Revive,Revive_ByAlly,被队友复活,队友复活,1,All
CameraStatesFull_593,Death,Revive,Revive_ByItem,使用物品复活,物品复活,1,All
CameraStatesFull_594,Death,Revive,Revive_SecondChance,二次机会复活,二次机会,2,Some
CameraStatesFull_595,Death,Revive,Revive_Rise,复活站起,复活站起,1,All
CameraStatesFull_596,Death,Revive,Revive_Ritual,复活仪式,复活仪式,2,Some
CameraStatesFull_597,Death,Revive,Revive_GhostlyReturn,幽灵回归,幽灵回归,2,Some
CameraStatesFull_598,Death,Revive,Revive_FailedCam,复活失败镜头,复活失败,2,Some
CameraStatesFull_599,Death,Ghost,Ghost_Appear,其他玩家幽魂出现,幽魂出现,1,All
CameraStatesFull_600,Death,Ghost,Ghost_Death,幽魂死亡演示,幽魂死亡,1,All
CameraStatesFull_601,Death,Ghost,Ghost_TrailFollow,幽灵轨迹跟随,幽灵轨迹,2,Some
CameraStatesFull_602,Death,Ghost,Phantom_Summon,召唤幻影,召唤幻影,1,All
CameraStatesFull_603,Death,Ghost,Phantom_Fade,幻影消失,幻影消失,1,All
CameraStatesFull_604,Death,Ghost,Phantom_EchoReplay,幻影回响回放,幻影回响,2,Some
CameraStatesFull_605,Death,Ghost,Corpse_Approach,尸体接近,尸体接近,1,All
CameraStatesFull_606,Death,Ghost,Corpse_FadeIn,尸体淡入,尸体淡入,1,All
CameraStatesFull_607,Cinematic,CutsceneType,Cutscene_PreRendered,预渲染过场,预渲染过场,1,All
CameraStatesFull_608,Cinematic,CutsceneType,Cutscene_RealTime,实时过场,实时过场,1,All
CameraStatesFull_609,Cinematic,CutsceneType,Cutscene_InEngine,引擎内过场,引擎内过场,1,All
CameraStatesFull_610,Cinematic,CutsceneType,Cutscene_InGame,游戏内实时演出,游戏内演出,1,All
CameraStatesFull_611,Cinematic,CutsceneType,Cutscene_Seamless,无缝过场,无缝过场,1,All
CameraStatesFull_612,Cinematic,CutsceneType,Cutscene_Interactive,可交互过场,可交互过场,2,Some
CameraStatesFull_613,Cinematic,CutsceneType,Cutscene_Skippable,可跳过过场,可跳过过场,1,All
CameraStatesFull_614,Cinematic,CutsceneType,Cutscene_Unskippable,不可跳过过场,不可跳过过场,1,All
CameraStatesFull_615,Cinematic,CutsceneType,Cutscene_FirstTime,首次触发过场,首次过场,1,All
CameraStatesFull_616,Cinematic,CutsceneType,Cutscene_Repeat,重复触发过场,重复过场,1,All
CameraStatesFull_617,Cinematic,CutsceneType,Cutscene_Fixed,固定镜头过场,固定镜头,1,All
CameraStatesFull_618,Cinematic,CutsceneType,Cutscene_Spline,样条曲线过场,样条过场,1,All
CameraStatesFull_619,Cinematic,CutsceneType,Cutscene_TransitionBlend,过场过渡混合,过渡混合,1,All
CameraStatesFull_620,Cinematic,CutsceneType,Cutscene_CameraDolly,推轨镜头,推轨镜头,1,All
CameraStatesFull_621,Cinematic,CutsceneType,Cutscene_DynamicLighting,动态光照,动态光照,2,Some
CameraStatesFull_622,Cinematic,Reveal,Reveal_Area_Wide,区域全景揭示,区域全景,1,All
CameraStatesFull_623,Cinematic,Reveal,Reveal_Area_Pan,区域平移展示,区域平移,1,All
CameraStatesFull_624,Cinematic,Reveal,Reveal_Area_Crane,区域吊臂镜头,区域吊臂,1,All
CameraStatesFull_625,Cinematic,Reveal,Reveal_Vista,远景揭示,远景揭示,1,All
CameraStatesFull_626,Cinematic,Reveal,Reveal_Landmark,地标揭示,地标揭示,1,All
CameraStatesFull_627,Cinematic,Reveal,Reveal_Structure,建筑揭示,建筑揭示,1,All
CameraStatesFull_628,Cinematic,Reveal,Reveal_Enemy,敌人揭示,敌人揭示,1,All
CameraStatesFull_629,Cinematic,Reveal,Reveal_Hazard,危险揭示,危险揭示,1,All
CameraStatesFull_630,Cinematic,Reveal,Reveal_Treasure,宝藏位置揭示,宝藏揭示,1,All
CameraStatesFull_631,Cinematic,Reveal,Reveal_Path,路径揭示,路径揭示,1,All
CameraStatesFull_632,Cinematic,Reveal,Reveal_Secret,秘密揭示,秘密揭示,1,All
CameraStatesFull_633,Cinematic,Reveal,Reveal_Change,环境变化揭示,变化揭示,1,All
CameraStatesFull_634,Cinematic,Reveal,Reveal_EnvironmentalNarrative,环境叙事平移,环境叙事,2,Some
CameraStatesFull_635,Cinematic,Character,Character_Intro,角色登场,角色登场,1,All
CameraStatesFull_636,Cinematic,Character,Character_HeroMoment,主角高光时刻,高光时刻,1,All
CameraStatesFull_637,Cinematic,Character,Character_Transformation,角色变身,角色变身,1,All
CameraStatesFull_638,Cinematic,Character,Character_PowerUp,角色强化,角色强化,1,All
CameraStatesFull_639,Cinematic,Character,Character_Awakening,角色觉醒,角色觉醒,1,All
CameraStatesFull_640,Cinematic,Character,Character_Memory,角色回忆,角色回忆,1,All
CameraStatesFull_641,Cinematic,Character,Character_Vision,角色幻象,角色幻象,1,All
CameraStatesFull_642,Cinematic,Character,Character_Dream,角色梦境,角色梦境,1,All
CameraStatesFull_643,Cinematic,Character,Character_Madness,角色疯狂,角色疯狂,1,Bloodborne
CameraStatesFull_644,Cinematic,Character,Character_Corruption,角色堕落,角色堕落,1,All
CameraStatesFull_645,Cinematic,Character,Character_Redemption,角色救赎,角色救赎,1,All
CameraStatesFull_646,Cinematic,Character,Character_Sacrifice,角色牺牲,角色牺牲,1,All
CameraStatesFull_647,Cinematic,Character,Character_EmotionCloseUp,情感特写,情感特写,1,All
CameraStatesFull_648,Cinematic,Character,Character_PlayerReaction,玩家反应,玩家反应,1,All
CameraStatesFull_649,Cinematic,WorldEvent,WorldEvent_Earthquake,地震,地震,1,All
CameraStatesFull_650,Cinematic,WorldEvent,WorldEvent_Eclipse,日食月食,日食月食,1,All
CameraStatesFull_651,Cinematic,WorldEvent,WorldEvent_Storm,风暴来临,风暴,1,All
CameraStatesFull_652,Cinematic,WorldEvent,WorldEvent_Flood,洪水,洪水,2,Some
CameraStatesFull_653,Cinematic,WorldEvent,WorldEvent_Eruption,火山爆发,火山,2,Some
CameraStatesFull_654,Cinematic,WorldEvent,WorldEvent_Collapse,建筑坍塌,建筑坍塌,1,All
CameraStatesFull_655,Cinematic,WorldEvent,WorldEvent_Invasion,外敌入侵,入侵,1,All
CameraStatesFull_656,Cinematic,WorldEvent,WorldEvent_Ritual,仪式进行,仪式,1,All
CameraStatesFull_657,Cinematic,WorldEvent,WorldEvent_Summoning,召唤仪式,召唤仪式,1,All
CameraStatesFull_658,Cinematic,WorldEvent,WorldEvent_Apocalypse,末日场景,末日,2,Some
CameraStatesFull_659,Cinematic,WorldEvent,WorldEvent_TimeChange,时间变化,时间变化,1,All
CameraStatesFull_660,Cinematic,WorldEvent,WorldEvent_WeatherChange,天气变化,天气变化,1,All
CameraStatesFull_661,Cinematic,WorldEvent,WorldEvent_Trigger,世界事件触发,事件触发,1,All
CameraStatesFull_662,Cinematic,Flashback,Flashback_Lore,传说回溯,传说回溯,1,All
CameraStatesFull_663,Cinematic,Flashback,Flashback_Memory,记忆闪回,记忆闪回,1,All
CameraStatesFull_664,Cinematic,Flashback,Flashback_SpiritMemory,灵魂记忆回放,灵魂记忆,1,All
CameraStatesFull_665,Cinematic,Flashback,Flashback_MemoryFragment,记忆碎片,记忆碎片,1,All
CameraStatesFull_666,Cinematic,Flashback,Dream_Sequence,梦境序列,梦境序列,1,All
CameraStatesFull_667,Cinematic,Flashback,Dream_Distort,梦境扭曲,梦境扭曲,1,All
CameraStatesFull_668,Cinematic,Transition,Transition_FadeToBlack,淡出到黑,淡出到黑,1,All
CameraStatesFull_669,Cinematic,Transition,Transition_FadeFromBlack,从黑淡入,从黑淡入,1,All
CameraStatesFull_670,Cinematic,Transition,Transition_FadeToWhite,淡出到白,淡出到白,1,All
CameraStatesFull_671,Cinematic,Transition,Transition_CrossFade,交叉淡化,交叉淡化,1,All
CameraStatesFull_672,Cinematic,Transition,Transition_Wipe,擦除转场,擦除转场,2,Some
CameraStatesFull_673,Cinematic,Transition,Transition_Zoom,缩放转场,缩放转场,1,All
CameraStatesFull_674,Cinematic,Transition,Transition_Blur,模糊转场,模糊转场,1,All
CameraStatesFull_675,Cinematic,Transition,Transition_MatchCut,匹配剪辑,匹配剪辑,2,Some
CameraStatesFull_676,Cinematic,Transition,Transition_JumpCut,跳切,跳切,2,Some
CameraStatesFull_677,Cinematic,Transition,Transition_TimeSkip,时间跳跃,时间跳跃,1,All
CameraStatesFull_678,Cinematic,Transition,Transition_LoadingMask,加载遮罩,加载遮罩,1,All
CameraStatesFull_679,Magic,SpellCast,Magic_SpellAim,法术瞄准,法术瞄准,1,All
CameraStatesFull_680,Magic,SpellCast,Magic_SpellCast,法术施放,法术施放,1,All
CameraStatesFull_681,Magic,SpellCast,Magic_RitualCast,仪式施法,仪式施法,1,All
CameraStatesFull_682,Magic,SpellCast,Magic_MiracleChannel,奇迹引导,奇迹引导,1,All
CameraStatesFull_683,Magic,SpellCast,Magic_PyromancySpread,火焰术扩散,火焰术,1,All
CameraStatesFull_684,Magic,SpellCast,Magic_SorceryFocus,魔法聚焦,魔法聚焦,1,All
CameraStatesFull_685,Magic,SpellCast,Magic_IncantationFocus,咒术聚焦,咒术聚焦,1,EldenRing
CameraStatesFull_686,Magic,SpellCast,Magic_FaithBoost,信仰增益,信仰增益,1,All
CameraStatesFull_687,Magic,SpellCast,Magic_ChargeAttack,蓄力攻击,蓄力攻击,1,All
CameraStatesFull_688,Magic,SpellCast,Magic_AuraReveal,魔法光环揭示,光环揭示,2,Some
CameraStatesFull_689,Magic,Summon,Summon_SpiritAshCam,灵灰召唤镜头,灵灰召唤镜头,1,EldenRing
CameraStatesFull_690,Magic,Summon,Summon_SpiritApproach,召唤灵魂接近,灵魂接近,1,All
CameraStatesFull_691,Magic,Summon,Summon_SpiritShieldDeploy,灵魂盾展开,灵魂盾,2,Some
CameraStatesFull_692,Magic,Summon,Summon_GhostManifest,幽灵显现,幽灵显现,1,All
CameraStatesFull_693,Magic,Skill,Skill_Activation,技能激活,技能激活,1,All
CameraStatesFull_694,Magic,Skill,Skill_StatusEffect,状态效果,状态效果,1,All
CameraStatesFull_695,Magic,Skill,Skill_WeaponArts,战技,战技,1,All
CameraStatesFull_696,Multiplayer,Summon,MP_SummonWait,召唤等待,召唤等待,1,All
CameraStatesFull_697,Multiplayer,Summon,MP_SummonAccept,召唤接受,召唤接受,1,All
CameraStatesFull_698,Multiplayer,Summon,MP_SignDisplay,召唤符显示,召唤符显示,1,All
CameraStatesFull_699,Multiplayer,Summon,MP_SignPlacement,召唤符放置,召唤符放置,1,All
CameraStatesFull_700,Multiplayer,Summon,MP_WhiteSignInvite,白色符号邀请,白符邀请,1,All
CameraStatesFull_701,Multiplayer,Summon,MP_RedSignWarning,红色符号警告,红符警告,1,All
CameraStatesFull_702,Multiplayer,PvP,MP_PvPCombat,PvP战斗,PvP战斗,1,All
CameraStatesFull_703,Multiplayer,PvP,MP_Invasions,入侵,入侵,1,All
CameraStatesFull_704,Multiplayer,PvP,MP_InvasionAlert,入侵警报,入侵警报,1,All
CameraStatesFull_705,Multiplayer,PvP,MP_PvPChallenge,PvP挑战,PvP挑战,1,All
CameraStatesFull_706,Multiplayer,PvP,MP_DarkSigilEffect,暗印效果,暗印效果,1,DarkSouls3
CameraStatesFull_707,Multiplayer,Coop,MP_CoopSupport,协力支援,协力支援,1,All
CameraStatesFull_708,Multiplayer,Coop,MP_CoopCombat,协力战斗,协力战斗,1,All
CameraStatesFull_709,Multiplayer,Coop,MP_CoopRevive,协力复活,协力复活,1,All
CameraStatesFull_710,UI,Menu,Menu_Pause,暂停菜单,暂停菜单,1,All
CameraStatesFull_711,UI,Menu,Menu_PauseOrbit,暂停菜单轨道,暂停轨道,1,All
CameraStatesFull_712,UI,Menu,Menu_Inventory,物品栏,物品栏,1,All
CameraStatesFull_713,UI,Menu,Menu_InventorySort,物品栏排序,物品排序,1,All
CameraStatesFull_714,UI,Menu,Menu_Equipment,装备菜单,装备菜单,1,All
CameraStatesFull_715,UI,Menu,Menu_EquipInspect,装备检视,装备检视,1,All
CameraStatesFull_716,UI,Menu,Menu_Stats,状态属性菜单,状态菜单,1,All
CameraStatesFull_717,UI,Menu,Menu_StatsFixed,状态界面固定,状态固定,1,All
CameraStatesFull_718,UI,Menu,Menu_Map,地图界面,地图界面,1,EldenRing
CameraStatesFull_719,UI,Menu,Menu_MapOverview,地图总览,地图总览,1,EldenRing
CameraStatesFull_720,UI,Menu,Menu_Skills,技能树,技能树,1,All
CameraStatesFull_721,UI,Menu,Menu_System,系统设置,系统设置,1,All
CameraStatesFull_722,UI,PhotoMode,Photo_Mode,拍照模式,拍照模式,2,Some
CameraStatesFull_723,UI,PhotoMode,Photo_FreeCamera,自由相机,自由相机,2,Some
CameraStatesFull_724,Modifier,Core,Modifier_AutoRecenter,自动回中,自动回中,1,All
CameraStatesFull_725,Modifier,Core,Modifier_InputDrivenRecenter,输入驱动回中,输入驱动回中,1,All
